class,tweet_en_clean
1,8220 J Cole is trash Ive been saying this for years Fuck him8221 Lol
2,8220 where am I on this rating scale8221 Depends You still wearing them colored contacts or naw
1,8220 Bout to ride my horse to come fuck yo bitch8221Ooh em tho
1,8220 128514 When yall hoes going to learn how to spell8221 128588128588
1,8220 coolin my nig voice8221 uhhee laugh
1,8220 Yeah you played me Yeah you got what you wanted But jokes on you You about to be a daddy bitch
1,8220 Honesty is all I ask for8221 you ugly then a hoe then
1,8220 Bouta let Banko kno Im goin be a Ronneagle 1285141285278221 bitch128514128529
1,8220 8220 When hoes feel like their photo didnt get enough favorites thats me 1281291281288221 thirsty ass
1,8220 done w All these fuck niggas 128554128514 snip snip hoe 9996650399986650398221 stfu
1,8220 Bol that called the girl a bitch8221Oharrd coo Im both of them tho 128526128076128175
1,8220 Wow putting a whole manifesto up using TwitLonger And by a Canadian Hey hoserhow many will you adopt
2,8220 Kit Kat brownies making
2,8220 Bruh Trent took the yellow path
1,8220 because I thought Jay Z would hit her8221 yeah he is known for sockin a bitch or 2
1,8220 Good pussy have a Nigga like funniest thing Ive ever seen on my tl 1285571285571285578221
1,8220 Yall so fuckin trash yo 128545128545 8221 man them niggas gonna win the skins trash
1,8220 I should be the Global Ambassador of SOMETHING I put ppl on8221 des nuts hoe ahh nigga
1,8220 Boutta walk out on these hoes8221
1,8220 these bitches bound to get hurt cause a lotta these niggas be playin8221hell yeah
1,8220 lol what else do we have in common nigga hate sleeping in the heat8221128514128514 summer is for the birds
1,8220 null bruh they both alive thats hans bitch who died8221 Oh well FBD 128514
1,8220 This hoe waited until she got 45 to make a sextape chile OH MY LORD128561
1,8220 Im rich Dave Chappelle voice signed MLB PED users8221 Say bitch you pussy
1,8220 8220 bitch get outta here dumb ass8221 lmao8221 128555128514128514
1,8220 wulf bitch thank you128079128079128079128079
1,8220 Liking all my pictures to get a follow ass bitches 128514128514128557128557128557
2,8220 i need more beanies8221just ordered two true religion ones lol
1,8220 I might fuck around and fuck yo bitch 1285201281751285278221 eat her ass when your steal her so youll be a real ass nigga
1,8220 This weather need to not flag today We trying to 50 zip a bitch tonight8221 yessssirrrrr
1,8220 The day you unblock me you will become a man again But that wont happen so you just a bitch8221 lol
1,8220 dreamgirl McKee 1285148221Ooh Bet you wooonnnttt stick dat hoe
1,8220 Sleep over with guys doesnt mean we gonna fuck TRUST ME8221 youre a bitch for denying them pussy
1,8220 You the Real MVP8221 thats wat ya bitch said when I finished 128514
1,8220 Burnt pussy lips 128514128514128514 gal in the blue throwing it 128527
1,8220 The bad bitches are only bad until they start talking anyway8221 He Preaching
2,8220 Uncle Charlie just got thru lip singing8221haha
2,8220 When twitter rappers dm me their trash links
2,8220 Lance Stevenson gone leave Indiana8221 he trash anyway
1,8220 50 with 30 hoes on my dick sweg8221 you have learned from the best
2,8220 A lot of them are though Attitudes be pure trash8221 TeamWhiteGirls SwirlTheWorld
1,8220 8220 Sit in there and shit dnt sing hoe 8221 no8221yess
1,8220 8220 Y though really hoe really8221 U the dummy taking a pic
1,8220 When Im in that pussy honey Im home8221 128514128514128514
1,8220 Sexy bitch hope she bout it8221
2,8220 Where do all the foreskins go when they circumcise a guy8221 the Foreskin Fairy takes them after you put them under your pillow
1,8220 Yall are so confused these days somebody put that hoe in a dress
1,8220 a majority of my news feed is people arguing about what it means to be a redneck vermontproblems8221
1,8220 You can be a hoe without having sex ask any of the girls texting alotta niggas at the same time8221
1,8220 Im a pro at losing followers Some people just cant handle my excessive use of the work cunt8221 Mines cause I say fuck
1,8220 8220 Repost kush blunt convos A simple minded ho made this pic I bet
1,8220 If I couldnt trust some of the homies how could I trust these hoes8221you cant lol
2,8220 Brah Wiz cheated 128514128557 she had hair like a dyke Uh Duh
1,8220 These hoes out of control
2,8220 If Howard elbow bosh will bosh fight back8221 dont have to got mcbob bird and UD
1,8220 Im drunk Im bout to bitch8221need a ride
1,8220 Versace Versace I talk shit on twitter and so that bitch blocked me8221
1,8220 Ginobli dropping them bitches like a Delta line8221 128514128514128553999665039
1,8220 Clingy girlfriends are the best 1281751008465039128553128143 Stop lying to these hoes bro That shit annoying
1,8220 Eliot was a pussy8221 MMMMMETHER
1,8220 My bitch bad shes a Puerto Rican 1285271285408221what song is that
1,8220 pretty boy face8221 Awee thanks faggot
2,8220 An inning and a half away from Alex Rodriguez being eligible to play Just a thought Yankees MLB8221 OMG Feel an ulcer
1,8220 We out Brooklyn bound wit this money Feelin like Yung Jeezy in this bitch 128299128299 LMAOOOO
1,8220 bitch ima shake til I cant nomo
1,8220 fuck you ugly lol show them teeth8221128514128514128514128128128128128128 bitch fuck u
1,8220 lol be cool son You know your grandma bald mouth8221she got all her teeth hoe 128514128514
1,8220 mo bitch the special Ed Darlene from backatown 1285141285148221128128 GN
1,8220 they cant fit on that small ass street son8221bitch you know what happen last time we was onyur st 128514
1,8220 Going dumb on this essay8221128514 bitch you sad
1,8220 I fucked up in the 6th grade8221yeah bitch you wants to fight me with yo dawg ass
1,8220 Yall on my TL need to be sleep yall got school tomorrow8221 bitch I got straight As ion need to go 128514
1,8220 i dont een tryna be disrespectful when i say bitch its just a term like bruh or son8221
1,8220 you not gone leave hoe8221128514128514128546
1,8220 the next time I see this bitch Im beating her ass job or not8221 lol
1,8220 fuck up bitch 1285308221 get out mi house 127969128074128581128514
1,8220 Bad bitches is the only thing that I like 1280741280641280748221128073128073128073
1,8220 it aint bundles soooo nope8221it is bitch she happy hosting
1,8220 No yu cant get no money yu silly hoe8221
1,8220 These Niggaz bitches hiding behind gangs they aint in 128175 1280569749650398221 128588128175
1,8220 DONT Say Shit Else Just Stfu 8221bitch we can do a lot more off this Twitter shit you can come see me
1,8220 Niggas talk more then bitches these days8221
1,8220 You little stupid ass bitch i aint fuckin with you 1279258221
1,8220 i aint gone lie old heads say they see it in me so i figured8221 nah you just retarded
1,8220 lmao Aero sound young af talking bout hoes n weed n shit8221 brah you gotta listen to this shit
1,8220 Niggas over 62 with long ass monkey arms make the best cuddle buddiesso I heard8221 ahaha a female told me this once128514128514128514
1,8220 Sometimes I hate AZ sometimes I love it Depends on the time of year I guess8221 the dumb bitches that live here
0,8220 Dudes shaving without it being for an athletic purpose is gay af8221 youre retarded
1,8220 or hes eating it cuz hes with a women who just cant cook 1285868221then u gotta get rid of that hoe
1,8220 Im going to miss these bitches so much 128557 far right she resting on ol girl booty yall funny as shit
1,8220 You was with the bitch with the fat ass 1285148221only way to live when u young that shit gonna get old tho and have a lot of dents in it
1,8220 128514 Marcus bitch ass aint loyal at all Team hopping ass 8221 128514128557128514128557128514128056974965039
1,8220 Hoe fax type yo bitch number in google to see if it pops up on back pagE thank 8221 128514128557128514128557
1,8220 I was told never fold never sell my soleThey Should Have Told Yu Stay In School Soul8221 autocorrect hoed me
1,8220 bitch U TRIED IT U deserved every foul word that came out Chris mouth 128133974965039 bye hoe8221128514128557128514
1,8220 One last shot at this love shit then Im dogging you hoes8221 Drakelistener
1,8220 negro you wear a size 5Im in a 128221Im at a 6 now still growing
1,8220 whats good family8221in the gym looking at hoes hit u later
2,8220 When you open your starburst candy and get 2 yellows lmao bruh
1,8220 Birthday Weekend starts today8221 Shut yo hoe ass up
1,8220 Bitch niggas pay for hoes just to lay with hoes8221 relax one night youll pay to stay with hoes
1,8220 if your wardrobe consist of mostly leggings yous a hoe8221 guilty
1,8220 8220 In the mall with yo bitch and yo money Im getting me somethin 12851412817582211285148221128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175
1,8220 Eat a lot of protein Eat a lot of pussy MattieTrumpsTipsForABetterLife8221 Eat the whole ass
1,8220 Im jakes bitch8221
0,8220 When you live this gay you cant be afraid of two black dicks in your butt you fucking queer
1,8220 A lot of you males need to dress up as real men for Halloween since yall be acting like bitches all year8221 128514128588
1,8220 You want to be a little bitch than ima treat you like a little bitch8221
1,8220 Water polo is so fucking hard respect8221 yeah if youre a pussy
1,8220 Edward did OSS he sparkled8221 128514128514 bitch reality
1,8220 who the old bitch8221 hoe
0,8220 I love the song John Doe dope8221 faggots
1,8220 I hate when bitches do that who are you talking to shit like clearly you8221I be like BITCH WIT DA RED DOOR HOE128514128514
0,8220 Just got done with my last final and Im walkin around campus like I own this place8221 queer
1,8220 Well Im going to sleep 1285308221 fag
2,8220 MMMH Daily is out Stories via 8221 yellow is IN luv the bling
1,8220 They not evn hoes in silence anymore8221proud of it then want respect
1,8220 When you fuck her GOOD she trip even more8221 good dick makes a bitch go crazy
1,8220 so many hoes thats why8221preach
1,8220 If a photographer doesnt have a back story on how he started he did it for pussy believethat8221 CANTKNOCKTHAHUSSLE
1,8220 Ive sounded like a fag the last few days 1285841285131285138221 your emotions are inspiring 128150
1,8220 ImAddictedTo girls w fat pussy slim waist fat ass n innocent smiles8221 truuuuuu
1,8220 You can be Seminoles but not redskins K8221Seminole tribe got an agreement with themfsu pay them to use the name
1,8220 Who that pussy wet for 8221
0,8220 You dammn Weed potheads are annoying af on Twitter8221 weed and pot are the same thing faggot
1,8220 Im dreaming 128525128525 ewwww8221bitch you must be fucked up 128514128514
1,8220 LMAO my bitch was listening to gospel music w liquor in her hand weaaakkk8221lmfaooooooooo I was crying
1,8220 why amanda bitch ass eva cheat on fizz fine ass ion geddit1285648221 theres more to a nigga than his looks Thought yall knew dat128564
1,8220 you should feel disrespected if a bitch try to suck you up with dry lips 1281281281288221
1,8220 Yall bitches switch a roo niggas 8221128064128064 who the hell
0,8220 Who is she Yall hype that bread loaf chick up but Im a chill8221 a dyke rapper
0,8220 Cowboys win games during the regular season but when they get to the playoffs that trash af lol8221 hating ass nigga
1,8220 Having 0 bitches really the wave8221shaq you got all the hoes
1,8220 Niggas want a good girl but still wanna fuck with hoes but that aint gone work Gotta pick one8221128514128514128514 boy stfu
1,8220 Splash onna bitch Wednesday tomorrow8221
1,8220 them Damn brownies8221I swear lmao
1,8220 Mom Dont call a girl a bitch Thats somebodys daughtersisterniece Me And somebodys bitch too8221
0,8220 White kids favorite activities 1 Calling people niggers on Xbox 2fucking their pet 3 Shooting up their school8221
1,8220 Smh bitches are such haters How dare they do this to her blackgirls jealousy YOOO LOOOL
1,8220 Throwing lamps at bitches who need to lighten up8221 True dat
1,8220 Using y mx b to measure the slope of that ass girl8221
